&{Gid:61691 Gname:M4A4 | 合纵 (略有磨损) CnyPrice:427.77}
&{Gid:56861 Gname:骷髅匕首（★） | 都市伪装 (破损不堪) CnyPrice:1780.00}
&{Gid:47712 Gname:音乐盒（StatTrak™） | Beartooth - 令人发指 CnyPrice:41.00}
&{Gid:48162 Gname:AWP（纪念品） | 冥界之河 (战痕累累) CnyPrice:70.00}
&{Gid:2587 Gname:CZ75 | 维多利亚 (崭新出厂) CnyPrice:44.00}
&{Gid:103116 Gname:2022年里约热内卢锦标赛炼狱小镇纪念包 CnyPrice:21.00}
&{Gid:48842 Gname:AK-47 | 捕食者 (久经沙场) CnyPrice:90.00}
&{Gid:51435 Gname:印花 | s1mple | 2017年克拉科夫锦标赛 CnyPrice:77.80}
&{Gid:60938 Gname:折刀（★） | 渐变大理石 (略有磨损) CnyPrice:960.00}
&{Gid:60637 Gname:爪子刀（★ StatTrak™） | 北方森林 (破损不堪) CnyPrice:2695.00}
&{Gid:101498 Gname:G3SG1（StatTrak™） | 梦之林地 (崭新出厂) CnyPrice:20.00}
&{Gid:45997 Gname:加利尔 AR | 废墟黄昏 (略有磨损) CnyPrice:42.00}
&{Gid:48203 Gname:音乐盒（StatTrak™） | Matt Lange - 同型节奏 CnyPrice:43.88}
&{Gid:61955 Gname:暗影双匕（★） | 黑色层压板 (崭新出厂) CnyPrice:649.50}
&{Gid:48354 Gname:AK-47（StatTrak™） | 美洲猛虎 (略有磨损) CnyPrice:810.00}
&{Gid:52751 Gname:MAC-10（StatTrak™） | 销声 (崭新出厂) CnyPrice:36.00}
&{Gid:53478 Gname:PP-野牛（StatTrak™） | 古董枪 (崭新出厂) CnyPrice:86.00}
&{Gid:47931 Gname:法玛斯（StatTrak™） | 雅典娜之眼 (久经沙场) CnyPrice:50.00}
&{Gid:62194 Gname:印花 | 第六级 - 西瓜（全息） CnyPrice:46.00}
&{Gid:1709 Gname:Tec-9 | 遥控 (崭新出厂) CnyPrice:50.75}
&{Gid:55965 Gname:印花 | f0rest（金色）| 2019年柏林锦标赛 CnyPrice:95.00}
&{Gid:47786 Gname:P2000 | 红色碎片迷彩 (战痕累累) CnyPrice:10.00}
&{Gid:49025 Gname:P250（StatTrak™） | 生化短吻鳄 (崭新出厂) CnyPrice:242.00}
&{Gid:51998 Gname:穿肠刀（★） | 自由之手 (略有磨损) CnyPrice:585.00}
&{Gid:52025 Gname:沙漠之鹰 | 大佬龙 (破损不堪) CnyPrice:80.00}
&{Gid:61174 Gname:系绳匕首（★） | 狩猎网格 (崭新出厂) CnyPrice:1150.00}
&{Gid:46870 Gname:印花 | 焚化 (全息) CnyPrice:23.68}
&{Gid:55379 Gname:AK-47 | 至高皮革 (破损不堪) CnyPrice:400.00}
&{Gid:45033 Gname:P250（StatTrak™） | 超新星 (略有磨损) CnyPrice:15.88}
&{Gid:58075 Gname:爪子刀（★ StatTrak™） | 蓝钢 (破损不堪) CnyPrice:3500.00}
&{Gid:46537 Gname:SG 553（纪念品） | 辐射警告 (略有磨损) CnyPrice:13.95}
&{Gid:49119 Gname:AUG（纪念品） | 辐射危机 (崭新出厂) CnyPrice:30.00}
&{Gid:57887 Gname:M4A1 消音型 | 神来之作 (战痕累累) CnyPrice:320.00}
&{Gid:198 Gname:SG 553 | 次时代 (破损不堪) CnyPrice:24.50}
&{Gid:102172 Gname:印花 | gxx-（金色）| 2022年安特卫普锦标赛 CnyPrice:32.27}
&{Gid:51461 Gname:鲍伊猎刀（★） | 蓝钢 (战痕累累) CnyPrice:687.00}
&{Gid:43891 Gname:法玛斯 | 幕后主谋 (久经沙场) CnyPrice:157.00}
&{Gid:48019 Gname:印花 | Vox Eminor | 2014年科隆锦标赛 CnyPrice:84.00}
&{Gid:52486 Gname:SSG 08 | 喋血战士 (战痕累累) CnyPrice:38.00}
&{Gid:61138 Gname:海豹短刀（★ StatTrak™） | 都市伪装 (略有磨损) CnyPrice:750.00}
&{Gid:46720 Gname:P250（StatTrak™） | 暗潮 (崭新出厂) CnyPrice:265.00}
&{Gid:43387 Gname:SSG 08（StatTrak™） | 抖枪 (久经沙场) CnyPrice:19.99}
&{Gid:102435 Gname:USP 消音版（StatTrak™） | 印花集 (破损不堪) CnyPrice:625.00}
&{Gid:52181 Gname:M4A4（纪念品） | 变频器 (略有磨损) CnyPrice:38.88}
&{Gid:51453 Gname:穿肠刀（★） | 都市伪装 (略有磨损) CnyPrice:530.00}
&{Gid:61567 Gname:沙漠之鹰（StatTrak™） | 纵横波涛 (略有磨损) CnyPrice:499.00}
&{Gid:50506 Gname:印花 | chrisJ（闪亮）| 2017年克拉科夫锦标赛 CnyPrice:180.00}
&{Gid:57153 Gname:骷髅匕首（★） | 狩猎网格 (崭新出厂) CnyPrice:2299.00}
&{Gid:53866 Gname:刺刀（★） | 大马士革钢 (破损不堪) CnyPrice:1730.00}
&{Gid:100465 Gname:格洛克 18 型（纪念品） | 粉红 DDPAT (崭新出厂) CnyPrice:340.00}
&{Gid:100988 Gname:印花 | nex（金色）| 2018年伦敦锦标赛 CnyPrice:500.00}
&{Gid:47015 Gname:FN57 | 蓝莓樱桃 (略有磨损) CnyPrice:175.00}
&{Gid:54259 Gname:M4A1 消音型（StatTrak™） | 原子合金 (崭新出厂) CnyPrice:609.99}
&{Gid:36547 Gname:MAG-7（StatTrak™） | 正义 (久经沙场) CnyPrice:29.44}
&{Gid:52425 Gname:Tec-9 | 黄铜 (崭新出厂) CnyPrice:86.00}
&{Gid:102170 Gname:印花 | Snappi（金色） | 2022年安特卫普锦标赛 CnyPrice:11.99}
&{Gid:100656 Gname:MAC-10（纪念品） | 表面淬火 (久经沙场) CnyPrice:45.00}
&{Gid:52513 Gname:M4A1 消音型（纪念品） | 神来之作 (破损不堪) CnyPrice:377.90}
&{Gid:102116 Gname:印花 | Jerry（金色） | 2022年安特卫普锦标赛 CnyPrice:11.88}
&{Gid:45709 Gname:加利尔 AR（StatTrak™） | 战吼斑纹 (崭新出厂) CnyPrice:14.00}
&{Gid:43460 Gname:截短霰弹枪（StatTrak™） | 祥和之翼 (崭新出厂) CnyPrice:34.00}
&{Gid:54391 Gname:熊刀（★） | 北方森林 (破损不堪) CnyPrice:640.00}
&{Gid:101856 Gname:印花 | broky（全息） | 2022年安特卫普锦标赛 CnyPrice:22.00}
&{Gid:58147 Gname:熊刀（★ StatTrak™） | 人工染色 (久经沙场) CnyPrice:830.00}
&{Gid:100642 Gname:MAC-10（纪念品） | 表面淬火 (略有磨损) CnyPrice:63.00}
&{Gid:54948 Gname:爪子刀（★） | 大马士革钢 (破损不堪) CnyPrice:3900.00}
&{Gid:54376 Gname:印花 | pashaBiceps | 2017年克拉科夫锦标赛 CnyPrice:15.00}
&{Gid:61929 Gname:暗影双匕（★ StatTrak™） | 自由之手 (久经沙场) CnyPrice:592.99}
&{Gid:10101 Gname:法玛斯 | 幕后主谋 (略有磨损) CnyPrice:158.30}
&{Gid:57290 Gname:印花 | markeloff（闪亮）| 2017年克拉科夫锦标赛 CnyPrice:79.99}
&{Gid:55334 Gname:截短霰弹枪 | 祥和之翼 (破损不堪) CnyPrice:10.00}
&{Gid:2792 Gname:SCAR-20 | 心脏打击 (久经沙场) CnyPrice:21.78}
&{Gid:48532 Gname:AWP | 猫猫狗狗 (战痕累累) CnyPrice:15.80}
&{Gid:55216 Gname:印花 | fitch（闪亮）| 2018年波士顿锦标赛 CnyPrice:18.85}
&{Gid:103031 Gname:印花 | slaxz-（金色）| 2022年里约热内卢锦标赛 CnyPrice:16.31}
&{Gid:44854 Gname:SG 553 | 致命紫罗兰 (略有磨损) CnyPrice:100.00}
&{Gid:46157 Gname:法玛斯（纪念品） | 冥界之憎 (略有磨损) CnyPrice:116.00}
&{Gid:53741 Gname:M9 刺刀（★ StatTrak™） | 黑色层压板 (略有磨损) CnyPrice:4100.00}
&{Gid:2136 Gname:CZ75（StatTrak™） | 经济 (略有磨损) CnyPrice:20.00}
&{Gid:62102 Gname:鲍伊猎刀（★） | 自动化 (崭新出厂) CnyPrice:1579.00}
&{Gid:47911 Gname:P90 | 精雕木刻 (略有磨损) CnyPrice:25.00}
&{Gid:36910 Gname:M4A4 | 赛博 (破损不堪) CnyPrice:70.00}
&{Gid:53298 Gname:P90（StatTrak™） | 沙漠战争 (久经沙场) CnyPrice:11.00}
&{Gid:62208 Gname:印花 | 轻击 - 迈阿密（全息） CnyPrice:36.99}
&{Gid:46064 Gname:印花 | s1mple | 2019年卡托维兹锦标赛 CnyPrice:19.99}
&{Gid:49535 Gname:蝴蝶刀（★ StatTrak™） | 噩梦之夜 (战痕累累) CnyPrice:3800.00}
&{Gid:55280 Gname:短剑（★ StatTrak™） | 夜色 (战痕累累) CnyPrice:1200.00}
&{Gid:56436 Gname:P90 | 辐射警告 (久经沙场) CnyPrice:35.00}
&{Gid:55136 Gname:蝴蝶刀（★ StatTrak™） | 枯焦之色 (战痕累累) CnyPrice:3350.00}
&{Gid:47218 Gname:系绳匕首（★ StatTrak™） | 枯焦之色 (久经沙场) CnyPrice:666.00}
&{Gid:102551 Gname:里约 2022 观众通行证 + 3 枚纪念品代币 CnyPrice:108.00}
&{Gid:50264 Gname:内格夫（StatTrak™） | 动力装载机 (破损不堪) CnyPrice:15.00}
&{Gid:53775 Gname:刺刀（★ StatTrak™） | 澄澈之水 (崭新出厂) CnyPrice:2185.00}
&{Gid:54410 Gname:M4A4（纪念品） | 都市 DDPAT (破损不堪) CnyPrice:80.00}
&{Gid:43698 Gname:沙漠之鹰 | 遗产 (略有磨损) CnyPrice:35.00}
&{Gid:51103 Gname:专业手套（★） | 狩鹿 (破损不堪) CnyPrice:409.50}
&{Gid:52200 Gname:MP5-SD（StatTrak™） | 磷光体 (崭新出厂) CnyPrice:150.00}
&{Gid:102204 Gname:印花 | gla1ve（金色）| 2022年安特卫普锦标赛 CnyPrice:25.70}
&{Gid:59985 Gname:弯刀（★ StatTrak™） | 屠夫 (略有磨损) CnyPrice:1235.00}
&{Gid:50863 Gname:求生匕首（★） | 狩猎网格 (战痕累累) CnyPrice:550.00}
&{Gid:56543 Gname:折刀（★） | 深红之网 (略有磨损) CnyPrice:1100.00}
&{Gid:61958 Gname:暗影双匕（★） | 黑色层压板 (破损不堪) CnyPrice:650.00}
&{Gid:49391 Gname:P90（StatTrak™） | 盲点 (崭新出厂) CnyPrice:78.00}
&{Gid:57407 Gname:暗影双匕（★ StatTrak™） | 外表生锈 (战痕累累) CnyPrice:510.00}
&{Gid:54882 Gname:XM1014 | 焚烬之鳄 (略有磨损) CnyPrice:70.00}
&{Gid:2589 Gname:FN57 | 狩猎利器 (崭新出厂) CnyPrice:43.88}
&{Gid:56386 Gname:FN57 | 暴怒野兽 (战痕累累) CnyPrice:300.00}
&{Gid:48641 Gname:P90 | 精雕木刻 (战痕累累) CnyPrice:10.80}
&{Gid:101265 Gname:印花 | huNter-（金色）| 2021年斯德哥尔摩锦标赛 CnyPrice:80.00}
&{Gid:47970 Gname:M4A4（纪念品） | 辐射危机 (久经沙场) CnyPrice:200.00}
&{Gid:53252 Gname:MAG-7（纪念品） | 银质 (略有磨损) CnyPrice:51.00}
&{Gid:54270 Gname:R8 左轮手枪（StatTrak™） | 深红之网 (崭新出厂) CnyPrice:103.00}
&{Gid:44252 Gname:AUG（StatTrak™） | 极地孤狼 (略有磨损) CnyPrice:50.00}
&{Gid:102685 Gname:印花 | Ninjas in Pyjamas（金色）| 2022年里约热内卢锦标赛 CnyPrice:29.50}
&{Gid:52764 Gname:印花 | 魔性探员 老K（全息） CnyPrice:23.45}
&{Gid:56520 Gname:爪子刀（★ StatTrak™） | 人工染色 (略有磨损) CnyPrice:3800.00}
&{Gid:52438 Gname:M4A1 消音型（纪念品） | 多变迷彩 (崭新出厂) CnyPrice:305.00}
&{Gid:44608 Gname:P2000（StatTrak™） | 电子脉冲 (崭新出厂) CnyPrice:16.50}
&{Gid:47921 Gname:AUG（StatTrak™） | 力矩 (崭新出厂) CnyPrice:89.00}
&{Gid:49617 Gname:MP9 | 九头蛇 (战痕累累) CnyPrice:23.00}
&{Gid:50512 Gname:加利尔 AR（StatTrak™） | 橙黄 DDPAT (久经沙场) CnyPrice:142.00}
&{Gid:48333 Gname:印花 | Natus Vincere（全息）| 2019年卡托维兹锦标赛 CnyPrice:37.79}
&{Gid:62013 Gname:猎杀者匕首（★） | 黑色层压板 (略有磨损) CnyPrice:910.00}
&{Gid:54966 Gname:布章 | 龙的传人 CnyPrice:50.00}
&{Gid:55376 Gname:印花 | GuardiaN（闪亮）| 2017年克拉科夫锦标赛 CnyPrice:113.00}
&{Gid:57899 Gname:印花 | ScreaM | 2017年亚特兰大锦标赛 CnyPrice:45.00}
&{Gid:60047 Gname:折叠刀（★ StatTrak™） | 自由之手 (久经沙场) CnyPrice:1180.00}
&{Gid:45247 Gname:新星 | 樱花之绚烂 (略有磨损) CnyPrice:78.25}
&{Gid:54540 Gname:截短霰弹枪（纪念品） | 外表生锈 (崭新出厂) CnyPrice:30.00}
&{Gid:5081 Gname:XM1014（StatTrak™） | 焚烬之鳄 (久经沙场) CnyPrice:22.70}
&{Gid:100633 Gname:MAC-10（纪念品） | 金砖 (略有磨损) CnyPrice:118.00}
&{Gid:51452 Gname:裹手（★） | 云杉 DDPAT (破损不堪) CnyPrice:601.00}
&{Gid:57898 Gname:系绳匕首（★） | 夜色 (破损不堪) CnyPrice:670.00}
&{Gid:49311 Gname:PP-野牛 | 墨竹 (久经沙场) CnyPrice:17.60}
&{Gid:2157 Gname:M4A1 消音型（StatTrak™） | 次时代 (略有磨损) CnyPrice:329.00}
&{Gid:47698 Gname:P90 | 冰川网格 (略有磨损) CnyPrice:30.00}
&{Gid:54252 Gname:印花 | 麦克斯（全息） CnyPrice:18.00}
&{Gid:51185 Gname:血猎手套（★） | 焦炭 (战痕累累) CnyPrice:490.00}
&{Gid:46452 Gname:音乐盒（StatTrak™） | Darude - CSGO 精彩时刻 CnyPrice:36.61}
&{Gid:502 Gname:Tec-9（纪念品） | 黄铜 (久经沙场) CnyPrice:65.00}
&{Gid:2024 Gname:MAG-7 | 海鸟 (崭新出厂) CnyPrice:21.00}
&{Gid:49296 Gname:MAC-10（StatTrak™） | 孔雀石 (崭新出厂) CnyPrice:34.00}
&{Gid:46881 Gname:格洛克 18 型 | 富兰克林 (久经沙场) CnyPrice:143.88}
&{Gid:102228 Gname:印花 | FaNg（金色） | 2022年安特卫普锦标赛 CnyPrice:24.22}
&{Gid:46128 Gname:P250（纪念品） | 金属 DDPAT (崭新出厂) CnyPrice:20.00}
&{Gid:52988 Gname:MAC-10 | 不可磨灭 (久经沙场) CnyPrice:149.00}
&{Gid:103033 Gname:印花 | ANNIHILATION（全息）| 2022年里约热内卢锦标赛 CnyPrice:10.00}
&{Gid:51153 Gname:MAG-7（StatTrak™） | 记忆碎片 (崭新出厂) CnyPrice:49.00}
&{Gid:51705 Gname:AK-47（纪念品） | 黑色层压板 (略有磨损) CnyPrice:225.00}
&{Gid:55089 Gname:爪子刀（★） | 枯焦之色 (破损不堪) CnyPrice:2500.00}
&{Gid:62159 Gname:印花 | 扫射何太急 - 霓虹猫眼石（全息） CnyPrice:43.99}
&{Gid:55930 Gname:USP 消音版（StatTrak™） | 倒吊人 (战痕累累) CnyPrice:178.00}
&{Gid:9007 Gname:印花 | NiKo（闪亮）| 2019年柏林锦标赛 CnyPrice:16.00}
&{Gid:47779 Gname:XM1014 | 焚烬之鳄 (战痕累累) CnyPrice:12.50}
&{Gid:49844 Gname:MAC-10 | 都市 DDPAT (略有磨损) CnyPrice:10.24}
&{Gid:55286 Gname:短剑（★ StatTrak™） | 屠夫 (略有磨损) CnyPrice:2700.00}
&{Gid:55629 Gname:M9 刺刀（★ StatTrak™） | 屠夫 (略有磨损) CnyPrice:4688.00}
&{Gid:51357 Gname:SSG 08 | 海滨印花 (崭新出厂) CnyPrice:1158.00}
&{Gid:55033 Gname:骷髅匕首（★ StatTrak™） | 北方森林 (久经沙场) CnyPrice:1600.00}
&{Gid:46077 Gname:印花 | jks（闪亮）| 2019年柏林锦标赛 CnyPrice:10.00}
&{Gid:51156 Gname:暗影双匕（★） | 都市伪装 (久经沙场) CnyPrice:470.00}
&{Gid:60592 Gname:爪子刀（★ StatTrak™） | 致命紫罗兰 (破损不堪) CnyPrice:3280.00}
&{Gid:103013 Gname:印花 | YEKINDAR（金色）| 2022年里约热内卢锦标赛 CnyPrice:115.88}
&{Gid:45617 Gname:M4A1 消音型（StatTrak™） | 原子合金 (略有磨损) CnyPrice:420.00}
&{Gid:57168 Gname:柏林 2019 列车停放站纪念包 CnyPrice:50.00}
&{Gid:101344 Gname:印花 | 无邦者（全息） CnyPrice:22.10}
&{Gid:48910 Gname:法玛斯（StatTrak™） | 中士 (久经沙场) CnyPrice:17.18}
&{Gid:50185 Gname:AWP（StatTrak™） | 暴怒野兽 (战痕累累) CnyPrice:300.00}
&{Gid:49551 Gname:印花 | 咬咬（闪亮） CnyPrice:16.50}
&{Gid:48043 Gname:MP7 | 星点 (崭新出厂) CnyPrice:24.23}
&{Gid:55537 Gname:印花 | Virtus.Pro（闪亮）| 2017年亚特兰大锦标赛 CnyPrice:349.00}
&{Gid:55843 Gname:刺刀（★ StatTrak™） | 黑色层压板 (战痕累累) CnyPrice:2180.00}
&{Gid:47638 Gname:AUG | 烈焰巨蟒 (崭新出厂) CnyPrice:1130.00}
&{Gid:101522 Gname:FN57（StatTrak™） | 涂鸦潦草 (崭新出厂) CnyPrice:14.00}
&{Gid:60688 Gname:暗影双匕（★） | 枯焦之色 (破损不堪) CnyPrice:450.00}
&{Gid:102269 Gname:印花 | rain（金色，冠军）| 2022年安特卫普锦标赛 CnyPrice:42.00}
&{Gid:52210 Gname:CZ75 | 梅红时刻 (略有磨损) CnyPrice:199.00}
&{Gid:58420 Gname:短剑（★ StatTrak™） | 枯焦之色 (略有磨损) CnyPrice:1039.90}
&{Gid:59749 Gname:鲍伊猎刀（★） | 屠夫 (久经沙场) CnyPrice:1155.00}
&{Gid:57340 Gname:骷髅匕首（★ StatTrak™） | 狩猎网格 (战痕累累) CnyPrice:1510.00}
&{Gid:58612 Gname:狂牙手套（★） | 精神错乱 (崭新出厂) CnyPrice:3400.00}
&{Gid:52476 Gname:AWP（纪念品） | 冥界之河 (略有磨损) CnyPrice:93.08}
&{Gid:59958 Gname:弯刀（★ StatTrak™） | 大马士革钢 (略有磨损) CnyPrice:990.00}
&{Gid:100270 Gname:印花 | BIG （金色） | 2021年斯德哥尔摩锦标赛 CnyPrice:88.00}
&{Gid:55542 Gname:猎杀者匕首（★） | 森林 DDPAT (略有磨损) CnyPrice:650.00}
&{Gid:49147 Gname:印花 | kennyS（金色）| 2019年柏林锦标赛 CnyPrice:569.50}
&{Gid:48901 Gname:音乐盒（StatTrak™） | Noisia - 尖峰时刻 CnyPrice:38.80}
&{Gid:48744 Gname:FN57（StatTrak™） | 童话城堡 (崭新出厂) CnyPrice:432.00}
&{Gid:62183 Gname:印花 | 浪子老K - 炽烈之炎（闪亮） CnyPrice:21.99}
&{Gid:50383 Gname:AK-47 | 混沌点阵 (破损不堪) CnyPrice:68.00}
&{Gid:45327 Gname:M4A1 消音型（StatTrak™） | 原子合金 (久经沙场) CnyPrice:220.00}
&{Gid:50178 Gname:印花 | Vitality（金色）| 2020 RMR CnyPrice:10.79}
&{Gid:62005 Gname:猎杀者匕首（★） | 自动化 (战痕累累) CnyPrice:935.00}
&{Gid:50473 Gname:M4A4（StatTrak™） | 赛博 (战痕累累) CnyPrice:84.99}
&{Gid:45325 Gname:猎杀者匕首（★） | 都市伪装 (久经沙场) CnyPrice:590.00}
&{Gid:101884 Gname:印花 | electronic（全息） | 2022年安特卫普锦标赛 CnyPrice:18.88}
&{Gid:49841 Gname:SCAR-20（StatTrak™） | 血腥运动 (略有磨损) CnyPrice:47.00}
&{Gid:47782 Gname:2018年伦敦锦标赛竞争组亲笔签名胶囊 CnyPrice:31.00}
&{Gid:53468 Gname:Tec-9（StatTrak™） | 兄弟连 (崭新出厂) CnyPrice:22.46}
&{Gid:54870 Gname:穿肠刀（★） | 蓝钢 (略有磨损) CnyPrice:540.00}
&{Gid:49042 Gname:格洛克 18 型（StatTrak™） | 黑色魅影 (破损不堪) CnyPrice:115.00}
&{Gid:3523 Gname:内格夫（StatTrak™） | *哒哒哒* (久经沙场) CnyPrice:10.00}
&{Gid:103014 Gname:印花 | BUDA（金色）| 2022年里约热内卢锦标赛 CnyPrice:22.00}
&{Gid:57465 Gname:暗影双匕（★） | 渐变之色 (略有磨损) CnyPrice:1398.00}
&{Gid:55911 Gname:折叠刀（★） | 北方森林 (破损不堪) CnyPrice:770.88}
&{Gid:55182 Gname:猎杀者匕首（★） | 森林 DDPAT (久经沙场) CnyPrice:600.00}
&{Gid:55199 Gname:P2000（StatTrak™） | 珊瑚树 (略有磨损) CnyPrice:78.00}
&{Gid:2227 Gname:AWP（StatTrak™） | 猫猫狗狗 (略有磨损) CnyPrice:52.00}
&{Gid:1597 Gname:Tec-9（StatTrak™） | 冰冠 (崭新出厂) CnyPrice:12.50}
&{Gid:46553 Gname:USP 消音版 | 远古幻想 (略有磨损) CnyPrice:210.00}
&{Gid:50933 Gname:MAG-7 | 灼烧之痕 (崭新出厂) CnyPrice:45.00}
&{Gid:54150 Gname:印花 | HellRaisers | 2014年科隆锦标赛 CnyPrice:26.00}
&{Gid:47448 Gname:印花 | Team LDLC.com | 2014年 DreamHack 锦标赛 CnyPrice:185.00}
&{Gid:54857 Gname:AK-47（StatTrak™） | 二西莫夫 (崭新出厂) CnyPrice:2560.00}
&{Gid:103151 Gname:印花 | n0rb3r7（金色，冠军）| 2022年里约热内卢锦标赛 CnyPrice:14.00}
&{Gid:55950 Gname:XM1014（StatTrak™） | 宁静 (略有磨损) CnyPrice:130.00}
&{Gid:54534 Gname:AUG（StatTrak™） | 孟加拉猛虎 (略有磨损) CnyPrice:130.00}
&{Gid:56574 Gname:穿肠刀（★） | 自动化 (崭新出厂) CnyPrice:1600.00}
&{Gid:46364 Gname:法玛斯 | 灯神 (崭新出厂) CnyPrice:55.00}
&{Gid:51567 Gname:AK-47 | 黑色层压板 (战痕累累) CnyPrice:170.00}
&{Gid:103026 Gname:印花 | rain（金色）| 2022年里约热内卢锦标赛 CnyPrice:119.00}
&{Gid:56823 Gname:M9 刺刀（★ StatTrak™） | 噩梦之夜 (战痕累累) CnyPrice:2580.00}
&{Gid:55734 Gname:AK-47 | 捕食者 (破损不堪) CnyPrice:110.00}
&{Gid:484 Gname:PP-野牛 | 海鸟 (久经沙场) CnyPrice:17.00}
&{Gid:100531 Gname:SSG 08（纪念品） | 致命一击 (略有磨损) CnyPrice:515.00}
&{Gid:101053 Gname:2021年斯德哥尔摩锦标赛传奇组布章包 CnyPrice:18.60}
&{Gid:49330 Gname:MAC-10（StatTrak™） | 霓虹骑士 (略有磨损) CnyPrice:114.00}
&{Gid:54544 Gname:AK-47（纪念品） | 黑色层压板 (破损不堪) CnyPrice:140.00}
&{Gid:60442 Gname:M9 刺刀（★ StatTrak™） | 枯焦之色 (略有磨损) CnyPrice:2250.00}
&{Gid:45045 Gname:新星（StatTrak™） | 一见青心 (崭新出厂) CnyPrice:60.78}
&{Gid:47667 Gname:印花 | North | 2018年波士顿锦标赛 CnyPrice:14.00}
&{Gid:50851 Gname:2018年伦敦锦标赛传奇亲笔签名胶囊 CnyPrice:55.00}
&{Gid:48515 Gname:FN57 | 夜影 (崭新出厂) CnyPrice:11.99}
&{Gid:102181 Gname:印花 | JaCkz（金色） | 2022年安特卫普锦标赛 CnyPrice:44.64}
&{Gid:53831 Gname:驾驶手套（★） | 墨绿色调 (崭新出厂) CnyPrice:1770.00}
&{Gid:55501 Gname:印花 | Team Dignitas | 2015年克卢日-纳波卡锦标赛 CnyPrice:90.00}
&{Gid:49181 Gname:血猎手套（★） | 蛇咬 (略有磨损) CnyPrice:808.00}
&{Gid:53691 Gname:锯齿爪刀（★） | 渐变大理石 (略有磨损) CnyPrice:4740.00}
&{Gid:55775 Gname:印花 | Stewie2K（闪亮）| 2017年克拉科夫锦标赛 CnyPrice:365.00}
&{Gid:48662 Gname:古堡激战胸章 CnyPrice:49.00}
&{Gid:101436 Gname:法玛斯（StatTrak™） | 目皆转睛 (破损不堪) CnyPrice:20.00}
&{Gid:102402 Gname:P90（StatTrak™） | 给爷冲 (战痕累累) CnyPrice:11.00}
&{Gid:53030 Gname:M4A4 | 辐射危机 (破损不堪) CnyPrice:215.00}
&{Gid:101186 Gname:MP5-SD（纪念品） | 幻化绿洲 (久经沙场) CnyPrice:64.00}
&{Gid:48335 Gname:鲍伊猎刀（★） | 北方森林 (久经沙场) CnyPrice:645.00}
&{Gid:52862 Gname:双持贝瑞塔 | 毒蛇袭击 (略有磨损) CnyPrice:400.00}
&{Gid:46464 Gname:G3SG1（StatTrak™） | 公海 (略有磨损) CnyPrice:19.99}
&{Gid:48587 Gname:格洛克 18 型（StatTrak™） | 荒野反叛 (久经沙场) CnyPrice:84.00}
&{Gid:46142 Gname:MAC-10（纪念品） | 红苹果 (崭新出厂) CnyPrice:60.00}
&{Gid:48792 Gname:印花 | Team Liquid（闪亮）| 2015年克卢日-纳波卡锦标赛 CnyPrice:300.00}
&{Gid:55478 Gname:加利尔 AR（StatTrak™） | 迷人眼 (破损不堪) CnyPrice:21.57}
&{Gid:53554 Gname:加利尔 AR（纪念品） | 地狱看门犬 (崭新出厂) CnyPrice:2388.00}
&{Gid:57188 Gname:短剑（★ StatTrak™） | 狩猎网格 (久经沙场) CnyPrice:940.00}
&{Gid:57357 Gname:穿肠刀（★） | 表面淬火 (略有磨损) CnyPrice:710.00}
&{Gid:53279 Gname:P90（StatTrak™） | 往日行动 (略有磨损) CnyPrice:73.08}
&{Gid:51097 Gname:短剑（★） | 狩猎网格 (战痕累累) CnyPrice:899.99}
&{Gid:55880 Gname:P250（纪念品） | 葡萄酒 (崭新出厂) CnyPrice:420.00}
&{Gid:57163 Gname:MAG-7 | 五指短剑 (破损不堪) CnyPrice:4000.00}
&{Gid:43917 Gname:FN57（StatTrak™） | 童话城堡 (战痕累累) CnyPrice:100.00}
&{Gid:44679 Gname:折叠刀（★ StatTrak™） | 澄澈之水 (略有磨损) CnyPrice:1240.00}
&{Gid:50228 Gname:印花 | LGB eSports | 2015年卡托维兹锦标赛 CnyPrice:360.00}
&{Gid:58602 Gname:裹手（★） | 恶土 (崭新出厂) CnyPrice:3800.00}
